Species,SealID,Sex,Age,YearCollected,MonthCollected,DayCollected,CollectionArea,NAFO,PreyCode,Prey,PreyGenusSpecies,PreyFamily,PreySubFamily,NumberOfIndividuals,MeasuredOrEstimated,PartMeasured,OtolithErosionState (ES),PartMeasurementValue (mm),PreyLength (cm),PreyWeight (g),Comments
Pagophilus groenlandicus,63209,F,26,2017,3,,337,3LB,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,4.78,,,
Pagophilus groenlandicus,63975,U,1,2017,3,,337,3LB,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63786,M,31,2017,4,23,339,3KI,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63787,M,27,2017,4,23,339,3KI,8020,"Shrimp, Unidentified",,,,1,2,10,,,,7.2,
Pagophilus groenlandicus,63788,M,19,2017,4,22,339,3KI,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63789,M,25,2017,4,23,339,3KI,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63210,F,28,2017,4,25,339,3KI,320,"Lancetfish, Scaled",Notolepis rissoi kroyeri,,,1,1,7,1,3.79,,,
Pagophilus groenlandicus,63790,M,25,2017,4,25,339,3KI,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63791,M,1,2017,4,25,339,3KI,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,3,1.48,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,187,Capelin,Mallotus villosus,,,1,1,7,2,2.07,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,187,Capelin,Mallotus villosus,,,1,1,7,1,1.88,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,187,Capelin,Mallotus villosus,,,1,1,7,1,2.14,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,187,Capelin,Mallotus villosus,,,1,1,7,1,1.89,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,187,Capelin,Mallotus villosus,,,1,1,7,1,2.19,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,187,Capelin,Mallotus villosus,,,1,1,7,2,2.1,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,187,Capelin,Mallotus villosus,,,1,1,7,1,1.85,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,187,Capelin,Mallotus villosus,,,1,1,7,2,2.39,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,187,Capelin,Mallotus villosus,,,35,3,7,,2.06,,,average of ES 1&2; N=8
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,2.67,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,2.8,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,2.79,,,
Pagophilus groenlandicus,63211,F,2,2017,4,25,339,3KI,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,2.79,,,
Pagophilus groenlandicus,63062,F,NA,2017,5,14,335,3LJ,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.4,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.95,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.16,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.25,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.93,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.51,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.49,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,4,3,7,,2.05,,,average of ES 1; N=6
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.41,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.17,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.11,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.16,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.16,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.09,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.18,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.33,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.2,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.21,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.11,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.08,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.23,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.41,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.35,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.34,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.25,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.33,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.27,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.34,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.39,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.27,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.24,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.05,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.28,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.44,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.14,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.23,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.01,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.36,,,
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,101,3,7,,1.24,,,average of ES 1; N=29
Pagophilus groenlandicus,63212,F,15,2017,4,28,340,3KH,6930,"Amphipod, Unidentified",,,,4,99,6,,,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,2,11,,,12.5,6.3,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,2,11,,,12.1,6.1,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,2,11,,,12.3,6.7,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,2,11,,,12,6.2,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,2,11,,,11.4,5,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,2,11,,,13.9,9.9,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,23,4,11,,,12.4,6.7,average weight and length based on measurements of whole individuals in stomach; N=6
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,3.73,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.74,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.73,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.49,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.69,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.24,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.51,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,7.78,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.99,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.43,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.71,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,6.82,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,7,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.29,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,3.86,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.79,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.33,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.36,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.3,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.26,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.01,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.11,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.02,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.18,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.49,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.26,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,4.43,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,133,3,7,,4.69,,,average of ES 1; N=27
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,2,11,,,15.2,23.4,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,2.61,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,808,Sculpin,,Cottidae,,1,1,7,2,4.79,,,
Pagophilus groenlandicus,63213,F,1,2017,4,26,340,3KH,999,"Fish, Unidentified",,,,1,1,7,2,1.4,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.34,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.89,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.06,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.92,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.31,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.51,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.41,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,3,3,7,,1.92,,,average of ES 1&2; N=7
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.26,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.13,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.27,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.12,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.33,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.2,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.2,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.37,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.23,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.29,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.27,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.29,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.32,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.25,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.22,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.37,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.31,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.41,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.34,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.25,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.36,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.98,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.37,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.39,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.34,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.54,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.58,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.63,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.75,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.35,,,
Pagophilus groenlandicus,63214,F,20,2017,4,26,340,3KH,8020,"Shrimp, Unidentified",,,,7,99,6,,,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.66,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.18,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.58,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,436,"Gadoid, Unidentified",,Gadidae,,1,1,7,2,4.09,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,436,"Gadoid, Unidentified",,Gadidae,,1,1,7,2,5.91,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,6.91,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,4.88,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,9.14,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,4.26,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,2,3,7,,6.3,,,average of ES 2; N=4
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,3.18,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,3.1,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,716,Snakeblenny,Lumpenus lumpretaeformis,,,1,1,7,2,5.41,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,726,Eelpout,,Zoarcidae,Lycodinae,1,1,7,2,3.26,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,726,Eelpout,,Zoarcidae,Lycodinae,1,1,7,2,3.21,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,729,"Eelpout, Arctic",Lycodes reticulatus,,,1,1,7,2,4.69,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,729,"Eelpout, Arctic",Lycodes reticulatus,,,1,1,7,2,4.92,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,729,"Eelpout, Arctic",Lycodes reticulatus,,,1,1,7,2,4.83,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,729,"Eelpout, Arctic",Lycodes reticulatus,,,2,3,7,,4.81,,,average of ES 2; N=3
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,810,"Sculpin, Hookear",Artediellus  sp.,,,1,1,7,2,4.33,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,810,"Sculpin, Hookear",Artediellus  sp.,,,1,1,7,2,4.19,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.01,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.21,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.05,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.15,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,887,"Flounder, Righteye",,Pleuronectidae,,1,1,7,2,6.5,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,887,"Flounder, Righteye",,Pleuronectidae,,1,1,7,2,3.12,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,887,"Flounder, Righteye",,Pleuronectidae,,6,3,7,,4.81,,,average of ES 2; N=2
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,892,Flounder; Greenland Halibut,Reinhardtius hippoglossoides,,,1,1,7,2,6.54,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,895,"Flounder, Winter",Pseudoplueronectes americanus,,,1,1,7,2,4.15,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,895,"Flounder, Winter",Pseudoplueronectes americanus,,,1,1,7,2,4.05,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,895,"Flounder, Winter",Pseudoplueronectes americanus,,,1,1,7,2,4.68,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,895,"Flounder, Winter",Pseudoplueronectes americanus,,,1,1,7,2,3.45,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,895,"Flounder, Winter",Pseudoplueronectes americanus,,,1,1,7,2,3.7,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,895,"Flounder, Winter",Pseudoplueronectes americanus,,,1,1,7,2,3.4,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,8020,"Shrimp, Unidentified",,,,3,99,6,,,,,
Pagophilus groenlandicus,63215,F,21,2017,4,26,340,3KH,8111,"Shrimp, Northern",Pandalus borealis,,,2,99,6,,,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,1,4.73,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.78,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.84,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.67,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.04,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.88,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.97,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.64,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.02,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.97,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,1.9,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,187,Capelin,Mallotus villosus,,,17,3,7,,,,,average of ES 1&2; N=11
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,6.57,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,3.31,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,2.95,,,
