Species,SealID,Sex,Age,YearCollected,MonthCollected,DayCollected,CollectionArea,NAFO,PreyCode,Prey,PreyGenusSpecies,PreyFamily,PreySubFamily,NumberOfIndividuals,MeasuredOrEstimated,PartMeasured,OtolithErosionState (ES),PartMeasurementValue (mm),PreyLength (cm),PreyWeight (g),Comments
Pagophilus groenlandicus,63606,F,30,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.33,,,
Pagophilus groenlandicus,63606,F,30,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.41,,,
Pagophilus groenlandicus,63606,F,30,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.26,,,
Pagophilus groenlandicus,63606,F,30,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.44,,,
Pagophilus groenlandicus,64454,M,1,2019,1,18,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.4,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.69,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.61,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.57,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.55,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.24,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.23,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.15,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.1,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,8.81,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.13,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.89,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.94,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.97,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.73,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.87,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.77,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,8.3,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.72,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.64,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.49,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.95,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.47,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,8.66,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.1,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,9.19,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,8.7,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,8.36,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.53,,,
Pagophilus groenlandicus,64455,M,1,2019,1,14,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,66,3,7,,7.09,,,average of ES 1&2; N=30
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.81,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.76,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.57,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,4.89,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.71,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.82,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.55,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.12,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.12,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.1,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.06,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.51,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.93,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.52,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.84,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.03,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.55,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.59,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.55,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.95,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.31,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.31,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.44,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.51,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.76,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.77,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,8.03,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.87,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.11,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,8.8,,,
Pagophilus groenlandicus,64456,M,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,59,3,7,,6.76,,,average of ES 1&2; N=30
Pagophilus groenlandicus,64457,M,1,2018,12,13,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,64458,M,1,2019,1,4,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.02,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.37,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.62,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.96,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,8.03,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,8.19,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.33,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.89,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.63,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.29,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.62,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.34,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.36,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.72,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.7,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.06,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.32,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.47,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.74,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.18,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.42,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,4.78,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.4,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.15,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.63,,,
Pagophilus groenlandicus,63607,F,1,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,52,3,7,,6.37,,,average of ES 1&2; N=25
Pagophilus groenlandicus,63608,F,1,2019,1,4,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,436,"Gadoid, Unidentified",,Gadidae,,3,3,7,,6.61,,,otoliths eroded/broken; average of ES 1&2 from measured 437 & 451 in stomach; N=30
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,3.79,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,1,3.27,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,3,5,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,3.25,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.95,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,8.56,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.16,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.24,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.34,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.7,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.47,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.36,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.78,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.31,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.4,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.38,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.31,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.73,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.92,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,8.21,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,8.48,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.97,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.46,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.01,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.48,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.75,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.54,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,8.55,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.75,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.35,,,
Pagophilus groenlandicus,64459,M,1,2019,1,4,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,28,3,7,,7.04,,,average of ES 1&2; N=26
Pagophilus groenlandicus,63609,F,1,2019,1,11,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,64460,M,2,2018,12,18,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,3,2.89,,,
Pagophilus groenlandicus,64460,M,2,2018,12,18,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,3,2.44,,,
Pagophilus groenlandicus,64460,M,2,2018,12,18,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,3,2.56,,,
Pagophilus groenlandicus,64460,M,2,2018,12,18,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,3,2.55,,,
Pagophilus groenlandicus,64460,M,2,2018,12,18,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,5,3,7,,2.61,,,average of ES 3; N=4
Pagophilus groenlandicus,64460,M,2,2018,12,18,340,3KH,4591,"Squid, Unidentified",,,,1,1,4,,4.21,,,
Pagophilus groenlandicus,64461,M,1,2019,1,4,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,64462,M,1,2019,1,4,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,64463,M,2,2018,12,18,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,64464,M,2,2018,12,13,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63610,F,1,2018,12,18,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,64465,M,1,2019,1,4,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63611,F,1,2019,1,11,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.57,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,4.81,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.42,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.1,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.52,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.76,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.03,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.16,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,9.66,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.36,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.75,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.18,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.22,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,8.38,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,8.29,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.99,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.6,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.09,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.35,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.28,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.96,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.92,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.88,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.76,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.76,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.75,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.46,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.73,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.57,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,8.4,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.69,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.97,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.79,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.6,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,9.04,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.05,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.51,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,7.42,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.63,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.6,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.22,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.13,,,
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,25,3,7,,6.3,,,average of ES 1&2; N=44
Pagophilus groenlandicus,63612,F,2,2019,1,11,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.99,,,
Pagophilus groenlandicus,63613,F,1,2018,12,18,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.22,,,
Pagophilus groenlandicus,63613,F,1,2018,12,18,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.48,,,
Pagophilus groenlandicus,63613,F,1,2018,12,18,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.6,,,
Pagophilus groenlandicus,63613,F,1,2018,12,18,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.95,,,
Pagophilus groenlandicus,63613,F,1,2018,12,18,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.07,,,
Pagophilus groenlandicus,63613,F,1,2018,12,18,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.14,,,
Pagophilus groenlandicus,63613,F,1,2018,12,18,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.04,,,
Pagophilus groenlandicus,63613,F,1,2018,12,18,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.15,,,
